feature,outer_fold_count,mean_z_score,mean_abs_z_score,positive_fold_fraction,mean_ranking_score,best_rank,mean_rank,mean_document_frequency,mean_source_sign_agreement,mean_subsample_sign_agreement,mean_subsample_top_pool_frequency,direction_consistency,stable_relevance_score
nuclear excludes squamous,5,2.478266647438292,2.478266647438292,1.0,1.271132695530578,205,390.6,113.6,1.0,1.0,0.3466666666666667,1.0,1.271132695530578
identified. overall imaging,5,-2.2743055305082036,2.2743055305082036,0.0,1.2702068340821069,96,856.4,157.6,1.0,1.0,0.3666666666666667,1.0,1.2702068340821069
surgeries medications -,5,-2.4835320144472677,2.4835320144472677,0.0,1.2526494996514062,32,752.2,85.6,1.0,1.0,0.2866666666666667,1.0,1.2526494996514062
chemotherapy for metastatic,5,2.460695460618156,2.4606954606181555,1.0,1.2494420840661493,173,568.8,86.4,1.0,1.0,0.32666666666666666,1.0,1.2494420840661493
no cervical adenopathy.,5,2.1309580251666462,2.1309580251666462,1.0,1.2491327409367206,33,2803.6,213.6,0.9714285714285713,1.0,0.31333333333333335,1.0,1.2491327409367206
loss-of-function cdkn2a,5,2.467460475084449,2.4674604750844487,1.0,1.2458347471731885,56,800.8,40.0,1.0,1.0,0.3,1.0,1.2458347471731885
medications current,5,2.394100881621377,2.3941008816213767,1.0,1.2455594002096864,87,781.2,139.2,1.0,1.0,0.32,1.0,1.2455594002096864
primary nsclc,5,2.389159755837319,2.3891597558373188,1.0,1.2399638198702327,132,705.4,160.8,1.0,1.0,0.3333333333333333,1.0,1.2399638198702327
- within normal,5,-2.3753682604334077,2.3753682604334077,0.0,1.2384178798548622,141,1052.2,175.2,1.0,1.0,0.32,1.0,1.2384178798548622
no vomiting,5,2.351318795719073,2.351318795719073,1.0,1.2376588247021185,76,600.2,549.6,1.0,1.0,0.33333333333333337,1.0,1.2376588247021185
subjective chief,5,2.3745952654280904,2.37459526542809,1.0,1.2337020058733594,87,895.8,306.4,1.0,1.0,0.32666666666666666,1.0,1.2337020058733594
subjective chief complaint,5,2.3745952654280904,2.37459526542809,1.0,1.2337020058733594,88,896.0,306.4,1.0,1.0,0.32666666666666666,1.0,1.2337020058733594
patient reports a,5,2.320395451418798,2.320395451418798,1.0,1.2332917490721407,24,846.6,78.4,1.0,1.0,0.3,1.0,1.2332917490721407
complexity - 96413,5,2.2615901751980028,2.2615901751980028,1.0,1.231116655212538,70,1732.8,735.2,1.0,1.0,0.32666666666666666,1.0,1.231116655212538
and immunophenotypic profile,5,-2.27128107303779,2.27128107303779,0.0,1.225279548207927,8,1513.2,89.6,1.0,1.0,0.26666666666666666,1.0,1.225279548207927
immunophenotypic profile,5,-2.27128107303779,2.27128107303779,0.0,1.225279548207927,9,1513.0,89.6,1.0,1.0,0.26666666666666666,1.0,1.225279548207927
collections,5,-2.3764171023982903,2.3764171023982903,0.0,1.2242322669443872,168,494.2,88.0,1.0,1.0,0.33999999999999997,1.0,1.2242322669443872
pd-l1 <1 %,5,-2.3724840232898607,2.3724840232898607,0.0,1.2230859231064635,23,1299.2,99.2,1.0,0.9933333333333334,0.26,1.0,1.2230859231064635
current -,5,2.436361791231012,2.436361791231012,1.0,1.2230386997273075,105,716.8,132.0,1.0,1.0,0.30666666666666664,1.0,1.2230386997273075
unremarkable. - no,4,-2.626880730438521,2.626880730438521,0.0,1.528672807857345,137,310.25,64.75,1.0,1.0,0.43333333333333335,1.0,1.222938246285876
other no abnormal,5,-2.346753641732513,2.346753641732513,0.0,1.2208844612634935,103,747.2,83.2,1.0,1.0,0.32666666666666666,1.0,1.2208844612634935
administer,5,2.2866769245669927,2.2866769245669927,1.0,1.2203577021110172,56,1626.6,338.4,0.9714285714285713,0.9933333333333334,0.31333333333333335,1.0,1.2203577021110172
------ --------------------------------,5,2.2693037764063364,2.269303776406336,1.0,1.2177326895770253,50,1894.6,82.4,1.0,0.9866666666666667,0.32,1.0,1.2177326895770253
- within,5,-2.3839263530916144,2.3839263530916144,0.0,1.216968434762503,132,900.6,192.8,1.0,1.0,0.31333333333333335,1.0,1.216968434762503
trends mild anemia,3,2.8771231183977526,2.8771231183977526,1.0,2.022366878539232,33,196.0,57.333333333333336,1.0,1.0,0.5777777777777778,1.0,1.213420127123539
mass now measures,5,-2.4065599010954886,2.4065599010954886,0.0,1.2124200812947932,66,1168.4,299.2,0.9714285714285715,1.0,0.27999999999999997,1.0,1.2124200812947932
indicated,5,2.1332502785520395,2.1332502785520395,1.0,1.2121317650511654,40,2625.6,463.2,1.0,0.9800000000000001,0.30666666666666664,1.0,1.2121317650511654
lungs - a,5,-2.1975186325080434,2.1975186325080434,0.0,1.2079393890478891,47,1419.6,160.8,1.0,1.0,0.32,1.0,1.2079393890478891
differential and cmp,5,-2.442136726058,2.442136726058,0.0,1.207673700339451,75,690.6,158.4,1.0,1.0,0.29333333333333333,1.0,1.207673700339451
nodules identified,5,-2.4002455695295355,2.4002455695295355,0.0,1.2067218849383738,85,680.4,82.4,1.0,1.0,0.30666666666666664,1.0,1.2067218849383738
to reduced,5,2.263836430642824,2.263836430642824,1.0,1.2066141934887011,18,1333.2,150.4,1.0,1.0,0.29333333333333333,1.0,1.2066141934887011
maintaining quality,5,2.2046102348735443,2.204610234873544,1.0,1.2051656120601915,69,1893.0,140.8,1.0,0.9933333333333334,0.3,1.0,1.2051656120601915
reinforce,5,2.4257156775306434,2.4257156775306434,1.0,1.2029150605412489,106,640.6,329.6,1.0,1.0,0.3066666666666667,1.0,1.2029150605412489
loss-of-function cdkn2a homozygous,5,2.409908684915029,2.409908684915029,1.0,1.193720624606299,62,862.8,36.8,1.0,1.0,0.2866666666666667,1.0,1.193720624606299
serologies,5,2.3758634128016802,2.37586341280168,1.0,1.192831005663345,209,489.0,76.0,1.0,1.0,0.32666666666666666,1.0,1.192831005663345
john martinez age,5,-2.19853131965966,2.19853131965966,0.0,1.192615126799025,51,1943.2,37.6,0.9714285714285713,1.0,0.3,1.0,1.192615126799025
- discuss potential,5,-2.3978348789685726,2.397834878968573,0.0,1.1922674454243811,147,617.6,248.8,1.0,1.0,0.30666666666666664,1.0,1.1922674454243811
context,5,2.4185524561496647,2.418552456149665,1.0,1.1890131656735767,141,637.2,554.4,1.0,1.0,0.3,1.0,1.1890131656735767
impact on quality,5,-2.146955559376568,2.146955559376568,0.0,1.187723768328187,15,2357.6,111.2,1.0,1.0,0.2866666666666666,1.0,1.187723768328187
low pd-l1,5,-2.487621919784482,2.4876219197844818,0.0,1.184399708687943,84,811.8,335.2,1.0,1.0,0.26666666666666666,1.0,1.184399708687943
l - within,5,-2.35247912719021,2.35247912719021,0.0,1.182145445834906,125,716.6,139.2,1.0,1.0,0.30666666666666664,1.0,1.182145445834906
ki-67,5,2.4007205095907884,2.4007205095907884,1.0,1.1819133654016531,253,844.2,283.2,1.0,1.0,0.3,1.0,1.1819133654016531
30 nausea,5,-2.129727446307327,2.129727446307327,0.0,1.1799505985717393,39,4956.6,78.4,0.8285714285714285,0.9666666666666666,0.3066666666666667,1.0,1.1799505985717393
fatigue 30 nausea,5,-2.129727446307327,2.129727446307327,0.0,1.1799505985717393,38,4956.4,78.4,0.8285714285714285,0.9666666666666666,0.3066666666666667,1.0,1.1799505985717393
ml <=3.0,5,2.50857778443674,2.5085777844367403,1.0,1.1758256911952647,196,454.4,202.4,1.0,1.0,0.2866666666666667,1.0,1.1758256911952647
ng ml <=3.0,5,2.50857778443674,2.5085777844367403,1.0,1.1758256911952647,197,455.0,202.4,1.0,1.0,0.2866666666666667,1.0,1.1758256911952647
lesions identified. overall,5,-2.280877069734438,2.2808770697344376,0.0,1.1743126518889653,7,1621.6,130.4,1.0,0.9866666666666667,0.24,1.0,1.1743126518889653
paroxysmal,5,2.437203410529819,2.4372034105298193,1.0,1.17362170103798,157,646.0,75.2,1.0,0.9933333333333334,0.29333333333333333,1.0,1.17362170103798
paroxysmal nocturnal,5,2.437203410529819,2.4372034105298193,1.0,1.17362170103798,156,645.4,75.2,1.0,0.9933333333333334,0.29333333333333333,1.0,1.17362170103798
---------- ----------,5,-2.426250117969076,2.4262501179690754,0.0,1.1732943991163047,164,584.8,629.6,1.0,1.0,0.29333333333333333,1.0,1.1732943991163047
axial dimension previously,3,-2.8960607114896093,2.8960607114896093,0.0,1.9544474656512891,22,271.3333333333333,59.666666666666664,1.0,1.0,0.5111111111111111,1.0,1.1726684793907736
tingling in feet,5,-2.226430645204386,2.226430645204386,0.0,1.1719213857806288,16,1321.6,64.8,1.0,1.0,0.2733333333333333,1.0,1.1719213857806288
on exertion mild,5,-2.3499675067940493,2.3499675067940493,0.0,1.1711088327349004,134,702.4,86.4,1.0,0.9933333333333334,0.30666666666666664,1.0,1.1711088327349004
general fatigue,5,2.107660653585118,2.107660653585118,1.0,1.1681668948827224,7,2735.6,328.8,1.0,1.0,0.26,1.0,1.1681668948827224
achieved,5,-2.4371835278215714,2.4371835278215714,0.0,1.1676369576179142,58,863.6,79.2,1.0,1.0,0.26,1.0,1.1676369576179142
intra-abdominal,5,2.168163031989672,2.168163031989672,1.0,1.1665750628807268,26,3889.8,463.2,0.8285714285714285,1.0,0.2733333333333333,1.0,1.1665750628807268
three cycles of,5,2.3665488065903504,2.3665488065903504,1.0,1.1630630821943693,119,651.2,82.4,1.0,1.0,0.3,1.0,1.1630630821943693
0.2 cm 0.2,5,-2.3736242675942965,2.373624267594296,0.0,1.1594352364444078,155,887.0,69.6,1.0,1.0,0.2866666666666667,1.0,1.1594352364444078
testing.,5,2.390678592137711,2.390678592137711,1.0,1.156887036302635,182,900.0,187.2,1.0,1.0,0.27999999999999997,1.0,1.156887036302635
unchecked cell-cycle progression.,5,-2.323841277868103,2.323841277868103,0.0,1.1565637729309568,110,989.0,67.2,1.0,1.0,0.29333333333333333,1.0,1.1565637729309568
neurologic deficits. he,5,-2.1958781082424395,2.1958781082424395,0.0,1.1565411882127425,58,2553.4,147.2,1.0,0.9933333333333334,0.29333333333333333,1.0,1.1565411882127425
- prescribe,5,-2.4417743216772037,2.4417743216772037,0.0,1.1552625480194607,191,459.0,316.0,1.0,1.0,0.29333333333333333,1.0,1.1552625480194607
m with,5,-2.44063299665178,2.44063299665178,0.0,1.1540213173350915,131,556.2,68.8,1.0,1.0,0.2866666666666667,1.0,1.1540213173350915
. physical examination,5,2.328513994099915,2.328513994099915,1.0,1.1536880038301323,50,1202.8,208.0,1.0,1.0,0.2666666666666667,1.0,1.1536880038301323
70 100 instrument,5,-2.18130842706582,2.18130842706582,0.0,1.1519701544288308,52,2492.0,179.2,1.0,0.9933333333333334,0.2866666666666667,1.0,1.1519701544288308
interval growth,5,-2.3887229310565394,2.38872293105654,0.0,1.1507108671600987,186,523.4,85.6,1.0,1.0,0.3,1.0,1.1507108671600987
cervical adenopathy.,5,1.981878804403229,1.981878804403229,1.0,1.1502261258241204,55,3856.2,216.0,0.9714285714285713,0.9933333333333334,0.29333333333333333,1.0,1.1502261258241204
10 days ago,5,-2.293708859446181,2.293708859446181,0.0,1.1471710743501369,146,1070.4,72.8,1.0,1.0,0.29333333333333333,1.0,1.1471710743501369
are seen in,5,-2.13715200768349,2.13715200768349,0.0,1.147003649073394,13,2764.0,68.0,1.0,0.9866666666666667,0.2733333333333333,1.0,1.147003649073394
anc <1.0 k,5,-2.3491374416978745,2.3491374416978745,0.0,1.1444710523197474,23,952.4,137.6,1.0,1.0,0.26,1.0,1.1444710523197474
------------ ------ --------------------------------,5,2.2255863232859574,2.2255863232859574,1.0,1.1443563175234548,68,2102.0,79.2,1.0,0.9866666666666667,0.29333333333333333,1.0,1.1443563175234548
missense snv,5,2.1594663153997553,2.159466315399755,1.0,1.1424051388942824,64,2607.0,595.2,1.0,0.9933333333333334,0.29333333333333333,1.0,1.1424051388942824
lung no focal,5,2.400248615120004,2.4002486151200046,1.0,1.1414230417616948,96,807.4,110.4,1.0,1.0,0.2733333333333333,1.0,1.1414230417616948
maintaining quality of,5,2.1649978285431404,2.1649978285431404,1.0,1.1403540889684325,80,1967.0,140.0,1.0,0.9933333333333334,0.27999999999999997,1.0,1.1403540889684325
the two,5,-2.1029052707229967,2.1029052707229967,0.0,1.1403386575935013,18,2680.2,61.6,1.0,0.9933333333333334,0.26666666666666666,1.0,1.1403386575935013
benefits and risks,5,2.1488524177058026,2.1488524177058026,1.0,1.1400755366479505,86,2243.6,119.2,1.0,0.9933333333333334,0.29333333333333333,1.0,1.1400755366479505
- rna-based,5,2.0828738738691834,2.0828738738691834,1.0,1.1395751374311114,53,2820.8,80.0,1.0,0.9866666666666667,0.2866666666666667,1.0,1.1395751374311114
. physical,5,2.2881712757484376,2.288171275748438,1.0,1.139560723889398,63,1186.0,215.2,1.0,1.0,0.2733333333333333,1.0,1.139560723889398
pd-l1 tps >=,5,2.369782417779884,2.3697824177798843,1.0,1.1380541520066982,170,916.0,52.8,1.0,1.0,0.27999999999999997,1.0,1.1380541520066982
each core,5,-2.226964882826207,2.226964882826207,0.0,1.137655863920347,76,929.8,72.8,1.0,1.0,0.30666666666666664,1.0,1.137655863920347
--- technique,5,2.339191268139339,2.339191268139339,1.0,1.1342675713649673,74,815.8,97.6,1.0,1.0,0.27999999999999997,1.0,1.1342675713649673
of the primary,5,-2.246126129517672,2.246126129517672,0.0,1.1329343917162287,22,1977.4,282.4,1.0,1.0,0.24,1.0,1.1329343917162287
- fixation,5,-2.2793173949280603,2.27931739492806,0.0,1.132236383047784,63,1104.4,187.2,1.0,1.0,0.27999999999999997,1.0,1.132236383047784
if anc <1.0,5,-2.2588271714914105,2.2588271714914105,0.0,1.1321053529348344,26,1357.4,94.4,1.0,1.0,0.2666666666666667,1.0,1.1321053529348344
pack-years quit 2,5,-2.1478196342252023,2.1478196342252023,0.0,1.1305384180249805,54,2487.4,60.0,1.0,0.9933333333333334,0.28,1.0,1.1305384180249805
70 role,5,2.359255824871627,2.3592558248716267,1.0,1.1214030958526213,61,879.2,100.0,1.0,1.0,0.26666666666666666,1.0,1.1214030958526213
actionable alteration,5,-2.3887033784700464,2.3887033784700464,0.0,1.1203546238817164,317,500.2,91.2,1.0,1.0,0.2866666666666667,1.0,1.1203546238817164
hilar nodes -,5,-2.3187911784592012,2.3187911784592012,0.0,1.1190505570339109,158,698.8,288.0,1.0,1.0,0.2866666666666667,1.0,1.1190505570339109
q4h,5,-2.3821224000658403,2.3821224000658408,0.0,1.117544839879309,206,571.2,91.2,1.0,1.0,0.28,1.0,1.117544839879309
diagnostic radiology,5,-2.2715258369332565,2.2715258369332565,0.0,1.1173644688280204,161,1204.6,69.6,1.0,1.0,0.2866666666666667,1.0,1.1173644688280204
ml s,5,2.0314578376344254,2.0314578376344254,1.0,1.1171714012854959,28,2678.2,501.6,1.0,1.0,0.28,1.0,1.1171714012854959
3 ml s,5,2.0176905438659962,2.0176905438659962,1.0,1.1164170708159966,32,2687.2,495.2,1.0,0.9933333333333334,0.2866666666666667,1.0,1.1164170708159966
pain palpitations gastrointestinal,5,-2.4443492046809316,2.4443492046809316,0.0,1.1102821276976136,196,732.4,368.8,1.0,1.0,0.2533333333333333,1.0,1.1102821276976136
---------- constitutional fatigue,5,-2.389657209711528,2.3896572097115274,0.0,1.1082840189012195,224,802.6,540.8,1.0,1.0,0.26666666666666666,1.0,1.1082840189012195
weeks earlier,5,-2.3051423324861866,2.3051423324861866,0.0,1.1080602432184856,83,883.8,90.4,1.0,1.0,0.2733333333333333,1.0,1.1080602432184856
1.8 cm in,5,-2.2870064108333916,2.287006410833392,0.0,1.1074320098692543,46,892.4,245.6,1.0,1.0,0.2733333333333333,1.0,1.1074320098692543
occasional alcohol,5,-2.2382759499532496,2.2382759499532496,0.0,1.1035076401656112,26,1740.6,643.2,1.0,1.0,0.23333333333333334,1.0,1.1035076401656112
are normal in,5,2.164912036322902,2.164912036322902,1.0,1.095408047705377,27,2009.6,78.4,1.0,1.0,0.23333333333333334,1.0,1.095408047705377
0.6 cm,5,2.41875130667644,2.4187513066764406,1.0,1.091562057768538,99,784.6,192.8,1.0,1.0,0.24,1.0,1.091562057768538
-------- -------------------,5,-1.9910472511931374,1.9910472511931374,0.0,1.0913697826768867,30,3253.4,77.6,1.0,0.9933333333333334,0.2666666666666667,1.0,1.0913697826768867
and risks of,5,2.2392841386317874,2.2392841386317874,1.0,1.0900911062029734,133,1407.0,99.2,1.0,1.0,0.26666666666666666,1.0,1.0900911062029734
nodes multiple,5,2.4140825510978607,2.414082551097861,1.0,1.0892515148492201,183,660.2,71.2,1.0,1.0,0.2533333333333333,1.0,1.0892515148492201
at bases,5,-2.294286612059025,2.294286612059025,0.0,1.0887880068467535,114,754.8,143.2,1.0,1.0,0.2733333333333333,1.0,1.0887880068467535
initial oncology,5,-1.7916276759121534,1.7916276759121534,0.0,1.0887665686680905,12,6987.4,152.8,0.9714285714285713,0.96,0.27999999999999997,1.0,1.0887665686680905
dimension previously,4,-2.596269816565779,2.5962698165657785,0.0,1.3581267700307622,96,594.5,62.75,1.0,1.0,0.325,1.0,1.0865014160246098
gem,5,1.9711222892130382,1.9711222892130387,1.0,1.0853989558458068,66,3534.4,128.0,0.9714285714285713,0.9933333333333334,0.2733333333333333,1.0,1.0853989558458068
g12c mutant stk11,5,-2.228595103622119,2.228595103622119,0.0,1.0804432726488578,46,1010.4,124.0,1.0,1.0,0.2533333333333333,1.0,1.0804432726488578
adenopathy. -,5,2.1927037391387936,2.1927037391387936,1.0,1.0800502332029376,30,2337.2,166.4,1.0,1.0,0.24,1.0,1.0800502332029376
after three cycles,5,2.3689910752590997,2.3689910752590992,1.0,1.079733223905223,162,897.6,59.2,1.0,1.0,0.24666666666666667,1.0,1.079733223905223
lesions. laboratory data,5,2.2991829629305482,2.2991829629305487,1.0,1.0731196485621783,263,1079.6,230.4,1.0,1.0,0.26666666666666666,1.0,1.0731196485621783
immunophenotypic profile is,5,-2.1002008012111646,2.1002008012111646,0.0,1.072683300611035,26,2290.6,86.4,1.0,0.9933333333333334,0.23333333333333334,1.0,1.072683300611035
bone or,5,-2.262921182273213,2.262921182273213,0.0,1.0726773208670455,116,849.6,60.0,1.0,0.9933333333333334,0.26666666666666666,1.0,1.0726773208670455
anti-pd-1 pd-l1,5,-2.3818374353395817,2.3818374353395813,0.0,1.0720699645080356,217,538.4,73.6,1.0,1.0,0.26,1.0,1.0720699645080356
q4h prn,5,-2.3329282335744805,2.3329282335744805,0.0,1.0702108838986528,214,616.2,88.0,1.0,1.0,0.26666666666666666,1.0,1.0702108838986528
braf no,5,-2.1474933090715527,2.147493309071553,0.0,1.0702095806144651,120,1932.4,468.8,1.0,1.0,0.2733333333333333,1.0,1.0702095806144651
resolution,5,2.1173775565262565,2.1173775565262565,1.0,1.0687328761248904,127,2506.8,204.8,1.0,1.0,0.26666666666666666,1.0,1.0687328761248904
- pd-l1 ihc,5,2.3376667543366954,2.3376667543366954,1.0,1.067876251718495,293,528.4,252.0,1.0,1.0,0.2733333333333333,1.0,1.067876251718495
lung carcinoma,5,2.1587481319397765,2.1587481319397765,1.0,1.066925358138473,40,1791.6,658.4,1.0,1.0,0.23333333333333334,1.0,1.066925358138473
global health 55.,5,2.4231472487682972,2.4231472487682972,1.0,1.0636351691126067,161,651.6,61.6,1.0,1.0,0.24,1.0,1.0636351691126067
health 55.,5,2.4231472487682972,2.4231472487682972,1.0,1.0636351691126067,162,651.8,61.6,1.0,1.0,0.24,1.0,1.0636351691126067
exertion mild,5,-2.2883320870552746,2.2883320870552746,0.0,1.0634610260581039,197,796.0,88.8,1.0,0.9933333333333334,0.26666666666666666,1.0,1.0634610260581039
and portal-venous,5,2.1632806994914278,2.1632806994914278,1.0,1.0617876853236454,22,1864.2,110.4,1.0,1.0,0.21333333333333332,1.0,1.0617876853236454
calcium carbonate,5,-2.3646763518963985,2.364676351896398,0.0,1.057675570113053,98,842.6,257.6,1.0,1.0,0.22666666666666666,1.0,1.057675570113053
carbonate,5,-2.3646763518963985,2.364676351896398,0.0,1.057675570113053,97,842.8,257.6,1.0,1.0,0.22666666666666666,1.0,1.057675570113053
and risks,5,2.1282942224369963,2.1282942224369963,1.0,1.055726829582897,151,1926.6,132.8,1.0,1.0,0.26666666666666666,1.0,1.055726829582897
constitutional fatigue weight,5,-2.229182436613796,2.2291824366137956,0.0,1.0553539599845625,88,1244.4,150.4,1.0,1.0,0.2533333333333333,1.0,1.0553539599845625
- offer early,5,-2.3109562234448857,2.3109562234448857,0.0,1.0551054620674105,178,1264.8,88.0,1.0,1.0,0.24,1.0,1.0551054620674105
- normal. -,5,-2.103354085495033,2.103354085495033,0.0,1.0527911118256426,107,1593.6,89.6,1.0,1.0,0.2733333333333333,1.0,1.0527911118256426
follow-up progress note,5,-2.090747896502409,2.0907478965024087,0.0,1.0518864402779886,43,1862.8,68.8,1.0,1.0,0.2533333333333333,1.0,1.0518864402779886
oncology follow-up progress,5,-2.090747896502409,2.0907478965024087,0.0,1.0518864402779886,42,1862.6,68.8,1.0,1.0,0.2533333333333333,1.0,1.0518864402779886
definitive squamous,3,2.7345156861658313,2.7345156861658313,1.0,1.7531075391734958,91,524.3333333333334,62.333333333333336,1.0,1.0,0.4777777777777777,1.0,1.0518645235040975
no definitive squamous,3,2.7345156861658313,2.7345156861658313,1.0,1.7531075391734958,90,524.0,62.333333333333336,1.0,1.0,0.4777777777777777,1.0,1.0518645235040975
. imaging -,5,-2.012128422802304,2.012128422802304,0.0,1.0517312694320637,66,3257.0,121.6,1.0,0.9933333333333334,0.2733333333333333,1.0,1.0517312694320637
week - lives,5,-2.3254658149407423,2.3254658149407423,0.0,1.0505560740343776,110,1231.2,336.0,1.0,1.0,0.22666666666666666,1.0,1.0505560740343776
type bronchoscopic core,5,-2.3513937515870995,2.3513937515870995,0.0,1.0493083674860972,318,538.0,64.0,1.0,1.0,0.26,1.0,1.0493083674860972
discomfort and,5,-2.2766307641711183,2.2766307641711183,0.0,1.0486065271522178,216,785.4,123.2,1.0,1.0,0.26,1.0,1.0486065271522178
for ongoing trials,5,2.1550205465414902,2.15502054654149,1.0,1.0459223620705083,140,3351.4,73.6,1.0,0.9666666666666666,0.24666666666666667,1.0,1.0459223620705083
or clinical trial,5,2.238362368436488,2.238362368436488,1.0,1.045887777970658,164,987.4,98.4,1.0,1.0,0.2666666666666667,1.0,1.045887777970658
but he,5,2.3399600345656504,2.3399600345656504,1.0,1.0439891631714546,325,639.6,67.2,1.0,1.0,0.2533333333333333,1.0,1.0439891631714546
